bd_in_length_total,bd_in_length_var,bd_out_length_diff,bd_validity_group,boundary_rank,cumulative_fitness,curiosity,elapsed_millis,fitness,fitness_max,fitness_ratio_max,i1_1,i1_2,i1_3,i2_1,i2_2,i2_3,output1,output2
10,0,0,0,1,77.72699165349968,0.0,29998809,0.43514263457633695,0.524863881081478,0.8290580667881526,10,3,15,10,2,16,0015-03-10,0016-02-10
14,1,0,0,1,91.215458021747,0.0,29998809,0.43514263457633695,0.6153846153846154,0.7071067811865475,15,6,-172,15,5,-171,-0172-06-15,-0171-05-15
14,1,0,0,1,94.60888345175317,0.0,29998809,0.43514263457633695,0.6153846153846154,0.7071067811865475,13,5,-108,13,6,-107,-0108-05-13,-0107-06-13
12,0,0,0,1,103.167433864285,0.0,29998809,0.43514263457633695,0.6153846153846154,0.7071067811865475,20,3,-79,20,4,-78,-0079-03-20,-0078-04-20
10,1,0,0,1,76.33843053411377,0.0,29998809,0.4330127018922193,0.7272727272727273,0.5953924651018015,6,2,-14,7,1,-15,-0014-02-06,-0015-01-07
8,0,0,0,1,142.98461435770406,0.0,31074827,0.4330127018922193,0.6,0.7216878364870322,4,4,96,5,3,95,0096-04-04,0095-03-05
12,2,0,0,1,95.19295720560572,0.0,29998809,0.4198911048651824,0.6666666666666667,0.6298366572977735,9,3,-109,8,4,-108,-0109-03-09,-0108-04-08
14,1,0,0,1,26.45821696492594,-167.5,13041590,0.41247895569215265,0.6153846153846154,0.670278302999748,21,2,-108,21,1,-109,0108-02-21,0109-01-21
14,1,0,0,1,48.63071511920876,0.0,29998809,0.41247895569215265,0.6153846153846154,0.670278302999748,12,4,-102,12,3,-101,-0102-04-12,-0101-03-12
14,1,0,0,1,52.57480099455256,0.0,29998809,0.41247895569215265,0.6153846153846154,0.670278302999748,25,1,-116,25,2,-117,-0116-01-25,-0117-02-25
9,0,0,0,1,60.25561727326853,0.0,29998809,0.41247895569215265,0.6,0.6874649261535878,6,9,30,6,10,29,0030-09-06,0029-10-06
9,0,0,0,1,65.24842001753406,0.0,29998809,0.41247895569215265,0.6,0.6874649261535878,10,2,34,9,2,33,0034-02-10,0033-02-09
14,1,0,0,1,133.21102666950765,0.0,31074827,0.41247895569215265,0.6153846153846154,0.670278302999748,28,2,-156,28,1,-157,-0156-02-28,-0157-01-28
12,0,0,0,1,49.04310816862992,0.0,29998809,0.4123930494211613,0.6153846153846154,0.670138705309387,16,5,-90,15,4,-91,-0090-05-16,-0091-04-15
10,0,0,0,1,56.61977219553804,0.0,29998809,0.4123930494211613,0.524863881081478,0.7857142857142858,10,5,39,11,6,38,0039-05-10,0038-06-11
12,0,0,0,1,103.88133825828393,0.0,29998809,0.4123930494211613,0.6153846153846154,0.670138705309387,27,5,-96,28,4,-97,-0096-05-27,-0097-04-28
14,1,34,1,1,50.122997741817095,0.0,29998809,0.408248290463863,1.0,0.408248290463863,22,1,-116,23,0,-118,-0116-01-22,"ArgumentError(""Month: 0 out of range (1:12)"")"
6,0,35,1,1,70.1419909218897,0.0,29998809,0.408248290463863,1.0,0.408248290463863,4,1,0,5,0,2,0000-01-04,"ArgumentError(""Month: 0 out of range (1:12)"")"
9,0,36,1,1,117.13321191602013,0.0,31074827,0.408248290463863,0.6932419423397524,0.5888972745734183,7,-1,22,8,1,23,"ArgumentError(""Month: -1 out of range (1:12)"")",0023-01-08
12,2,34,1,1,117.58431310562439,0.0,31074827,0.408248290463863,1.0,0.408248290463863,4,0,-183,3,2,-182,"ArgumentError(""Month: 0 out of range (1:12)"")",-0182-02-03
10,0,35,1,1,118.64010830404663,0.0,31074827,0.408248290463863,1.0,0.408248290463863,10,0,14,11,2,15,"ArgumentError(""Month: 0 out of range (1:12)"")",0015-02-11
8,0,0,0,1,72.76216480101755,0.0,29998809,0.4,0.6,0.6666666666666667,9,2,15,9,3,15,0015-02-09,0015-03-09
8,0,0,0,1,77.12242824401592,0.0,29998809,0.4,0.6,0.6666666666666667,4,3,21,4,3,22,0021-03-04,0022-03-04
10,0,0,0,1,83.25962447731315,0.0,29998809,0.4,0.524863881081478,0.762102355330306,16,5,-2,16,5,-1,-0002-05-16,-0001-05-16
10,1,0,0,1,93.10549946426639,0.0,29998809,0.4,0.7272727272727273,0.55,8,3,-97,8,3,-98,-0097-03-08,-0098-03-08
8,0,0,0,1,100.88818307475864,0.0,29998809,0.4,0.6,0.6666666666666667,14,3,7,14,3,8,0007-03-14,0008-03-14
14,1,0,0,1,51.511814158157094,0.0,29998809,0.39970403251589476,0.6153846153846154,0.6495190528383289,21,2,-116,20,1,-115,-0116-02-21,-0115-01-20
14,1,0,0,1,93.89089810470222,0.0,29998809,0.39970403251589476,0.6153846153846154,0.6495190528383289,11,6,-110,12,7,-109,-0110-06-11,-0109-07-12
11,0,35,1,1,120.79939377614922,0.0,31074827,0.3915850949347257,0.7071067811865476,0.553784952079845,13,-1,-3,12,1,-2,"ArgumentError(""Month: -1 out of range (1:12)"")",-0002-01-12
8,0,0,0,1,67.1134586941475,0.0,29998809,0.385694607919935,0.6,0.642824346533225,7,4,11,6,4,12,0011-04-07,0012-04-06
10,0,0,0,1,81.14881723365072,0.0,29998809,0.385694607919935,0.524863881081478,0.7348469228349533,11,3,-6,12,4,-6,-0006-03-11,-0006-04-12
10,0,0,0,1,85.96967992138084,0.0,29998809,0.385694607919935,0.524863881081478,0.7348469228349533,24,1,14,23,1,13,0014-01-24,0013-01-23
12,2,0,0,1,88.74336538944196,0.0,29998809,0.385694607919935,0.6666666666666667,0.5785419118799024,6,4,-109,5,4,-108,-0109-04-06,-0108-04-05
12,2,0,0,1,93.49119407218632,0.0,29998809,0.385694607919935,0.6666666666666667,0.5785419118799024,8,4,-141,7,4,-142,-0141-04-08,-0142-04-07
12,2,0,0,1,107.37423061494815,0.0,29998809,0.385694607919935,0.6666666666666667,0.5785419118799024,5,3,-100,6,2,-100,-0100-03-05,-0100-02-06
12,0,0,0,1,115.92349242697095,0.0,31074827,0.3849001794597506,0.6153846153846154,0.6254627916220946,13,2,-10,14,1,-11,-0010-02-13,-0011-01-14
10,0,1,2,1,8.310780319655157,-316.0,4338198,0.3846153846153846,0.3846153846153846,1.0,-1,1,22,-1,0,22,"ArgumentError(""Day: -1 out of range (1:31)"")","ArgumentError(""Month: 0 out of range (1:12)"")"
8,0,1,2,1,10.4979442167908,-315.0,4546658,0.3846153846153846,0.3846153846153846,1.0,-1,1,0,-1,0,0,"ArgumentError(""Day: -1 out of range (1:31)"")","ArgumentError(""Month: 0 out of range (1:12)"")"
14,1,1,2,1,16.664956421362948,-270.5,5833392,0.3846153846153846,0.40740740740740744,0.9440559440559438,-1,1,-127,-1,0,-127,"ArgumentError(""Day: -1 out of range (1:31)"")","ArgumentError(""Month: 0 out of range (1:12)"")"
12,0,1,2,1,37.9846383225821,-47.0,22013683,0.3846153846153846,0.40740740740740744,0.9440559440559438,-1,0,-64,-1,1,-64,"ArgumentError(""Month: 0 out of range (1:12)"")","ArgumentError(""Day: -1 out of range (1:31)"")"
10,1,0,0,1,89.69170734706148,0.0,29998809,0.36740471675703457,0.7272727272727273,0.5051814855409225,3,5,-44,2,4,-43,-0044-05-03,-0043-04-02
11,0,0,0,1,95.87762698657447,0.0,29998809,0.36740471675703457,0.5983211225424633,0.61405941210267,10,8,-97,9,9,-98,-0097-08-10,-0098-09-09
12,0,0,2,1,11.962426019639375,-303.0,4896911,0.3653846153846154,0.39622641509433965,0.9221611721611722,-10,1,-2,-10,0,-2,"ArgumentError(""Day: -10 out of range (1:31)"")","ArgumentError(""Month: 0 out of range (1:12)"")"
16,1,0,2,1,24.88887526413575,-171.5,12153567,0.3653846153846154,0.4181818181818182,0.8737458193979933,-12,0,-142,-12,1,-142,"ArgumentError(""Month: 0 out of range (1:12)"")","ArgumentError(""Day: -12 out of range (1:31)"")"
12,0,0,0,1,70.53868626577142,0.0,29998809,0.36363636363636365,0.6153846153846154,0.5909090909090909,11,5,-32,11,5,-33,-0032-05-11,-0033-05-11
10,0,0,0,1,102.551819438395,0.0,29998809,0.36363636363636365,0.524863881081478,0.6928203230275509,11,3,10,11,4,10,0010-03-11,0010-04-11
