bd_in_length_total,bd_in_length_var,bd_out_length_diff,bd_validity_group,boundary_rank,cumulative_fitness,curiosity,elapsed_millis,fitness,fitness_max,fitness_ratio_max,i1_1,i2_1,output1,output2
55,220,32,0,1,4.102074022977975,-137.5,11416468,9.663732459862195e-37,9.998827822846099e-37,0.9664865353298462,25712209955410006,-1034796859446851949679880320743621864,25.7 PB,-1034796859446851949679880320743621864B
52,288,32,0,1,4.185656358858446,-137.5,22579190,9.662118340240726e-37,9.997134715235954e-37,0.9664887605761027,-1034969728982936073675098662725908032,68475803278051,-1034969728982936073675098662725908032B,68.5 TB
65,40,4,1,1,79.44176016986422,-137.5,153021679,9.650751235180296e-37,9.997497243422665e-37,0.9653167187947471,1036188763696058524687274547832658969,-920168790940405846214209618,"BoundsError(""kMGTPE"", 12)",-920168790940405846214209618B
48,392,32,0,1,81.26934294323898,-137.5,255853110,9.649594723461688e-37,9.697053918145281e-37,0.995105813055779,-1008304494495836707643619627587751691,9952296329,-1008304494495836707643619627587751691B,10.0 GB
50,288,11,1,1,4.101973021119819,-137.5,7326208,9.648005136527544e-37,9.999785855681587e-37,0.9648211747500401,1036483693622819025371651586769586542,-293158364537,"BoundsError(""kMGTPE"", 12)",-293158364537B
61,112,15,1,1,4.102073022231006,-137.5,10281875,9.643777430123153e-37,9.998280345387886e-37,0.9645436111992737,-1036938074572651186656257459509949654,94047699749619083010631,-1036938074572651186656257459509949654B,"BoundsError(""kMGTPE"", 7)"
68,32,15,1,1,82.88610779323633,-137.5,430826931,9.634804492274748e-37,9.99867107344276e-37,0.9636085057208782,-1037903110471877101983689308837047320,669310895599642064412764457451,-1037903110471877101983689308837047320B,"BoundsError(""kMGTPE"", 9)"
46,450,30,0,1,82.88610779323525,-137.5,421328385,9.628634810705562e-37,9.99290578319531e-37,0.9635470422324678,-1038568831053965991637127868960591069,-3551766,-1038568831053965991637127868960591069B,-3551766B
56,200,31,0,1,82.89709892923426,-137.5,538942272,9.625186531548638e-37,9.999577144740748e-37,0.9625593554834446,-1038940904389003763125222784337558574,482172060134425624,-1038940904389003763125222784337558574B,482.2 PB
47,420,31,0,1,82.89709892923426,-137.5,538773229,9.625064216280668e-37,9.9995291462067e-37,0.9625517437420457,-1010094270932469491094732021814354594,720726753,-1010094270932469491094732021814354594B,720.7 MB
42,578,34,0,1,77.44075297589391,-137.5,125311604,9.623644728186504e-37,9.998268577861402e-37,0.9625311275889902,-1009418571514151369932112019840957236,-299,-1009418571514151369932112019840957236B,-299B
41,612,35,0,1,5.186164089972493,-137.5,43522001,9.623609349518874e-37,9.999825952222463e-37,0.9623776849216086,-1011766142164732232956927264150743878,781,-1011766142164732232956927264150743878B,781B
61,84,0,1,1,82.89709682372214,-137.5,471298383,9.58776408863826e-37,9.996951778132612e-37,0.9590687542987442,1042996042408878535397876532376912638,-34130539229436980591998,"BoundsError(""kMGTPE"", 12)",-34130539229436980591998B
46,392,15,1,1,79.44176016986412,-137.5,145429112,9.582748665530043e-37,9.99956848493471e-37,0.9583162193416,1043541926125104911438323646322014088,-15388348,"BoundsError(""kMGTPE"", 12)",-15388348B
